T-1;DMR;MRP;SMB;HML;MOM
201008;-6.164379378;-4.77;-3;-1.96;-0.19
201009;-7.244243121;9.54;3.92;-3.12;1.35
201010;12.12694652;3.88;1.14;-2.59;1.64
201011;-2.679525984;0.6;3.71;-0.9;2.53
201012;-0.061815426;6.82;0.69;3.82;-3.19
201101;7.00996492;1.99;-2.46;0.83;-0.32
201102;4.23467266;3.49;1.52;1.08;2.03
201103;2.582866595;0.45;2.6;-1.57;3.51
201104;-1.687340852;2.9;-0.35;-2.53;0.07
201105;-7.141042688;-1.27;-0.71;-2.07;-0.56
201106;3.613181082;-1.75;-0.17;-0.33;1.78
201107;0.037323508;-2.36;-1.3;-1.23;0.08
201108;3.210689105;-5.99;-3.06;-2.44;-0.31
201109;3.134490958;-7.59;-3.49;-1.46;-2.55
201110;-0.236164348;11.35;3.41;-0.17;-1.42
201111;2.060581877;-0.28;-0.17;-0.34;3.99
201112;2.474251947;0.74;-0.71;1.75;1.94
201201;6.940683564;5.05;2.15;-1.11;-7.97
201202;1.513298736;4.42;-1.75;0.09;-0.3
201203;4.450931851;3.11;-0.6;0.87;1.5
201204;0.967966119;-0.85;-0.51;-0.46;3.83
201205;2.68358385;-6.19;0.02;-0.62;6.6
201206;-3.218466483;3.89;0.77;0.44;-1.12
201207;5.352571939;0.79;-2.59;-0.26;3.07
201208;-3.271013182;2.55;0.42;1.32;-2.49
201209;3.708105545;2.73;0.51;1.54;-1.02
201210;4.545802455;-1.76;-1.14;3.79;0.1
201211;2.935062021;0.78;0.58;-0.96;0.38
201212;2.402404659;1.18;1.47;3.56;-2.97
201301;-2.88998472;5.57;0.39;0.95;-1.88
201302;4.4419279;1.29;-0.45;0.03;1.31
201303;1.355016601;4.03;0.78;-0.29;1.94
201304;1.008505746;1.55;-2.42;0.63;0.25
201305;2.226775022;2.8;1.67;2.6;-1.8
201306;2.64476631;-1.2;1.22;-0.18;0.59
201307;-2.499890102;5.65;1.86;0.56;1.74
201308;4.524883146;-2.71;0.3;-2.78;0.05
201309;-2.755892429;3.77;2.93;-1.19;2.97
201310;2.307323416;4.18;-1.49;1.14;0.16
201311;4.809361435;3.12;1.24;0.24;0.4
201312;0.998957218;2.81;-0.5;-0.31;0.07
201401;-2.327292192;-3.32;0.86;-2.09;1.72
201402;4.879761748;4.65;0.32;-0.4;2.08
201403;-0.819862999;0.43;-1.89;5.08;-3.3
201404;-0.27836014;-0.19;-4.25;1.14;-3.85
201405;1.044702393;2.06;-1.85;-0.27;1.15
201406;-2.27134405;2.61;3.07;-0.74;0.68
201407;-0.136612371;-2.04;-4.24;0.01;-0.24
201408;-5.037856188;4.24;0.36;-0.58;0.82
201409;-4.360144916;-1.97;-3.83;-1.23;0.53
201410;8.491011008;2.52;4.23;-1.68;0
201411;-0.392897364;2.55;-2.09;-2.99;1.05
201412;-2.687165951;-0.06;2.54;2.06;1.06
201501;-5.414836026;-3.11;-0.56;-3.47;3.87
201502;1.092952493;6.13;0.48;-1.79;-2.84
201503;9.963027088;-1.12;3.02;-0.46;2.98
201504;3.391768823;0.59;-2.97;1.86;-7.37
201505;1.102128681;1.36;0.87;-1.37;6.01
201506;0.953230874;-1.53;2.83;-0.79;3.04
201507;4.783639311;1.54;-4.14;-4.12;10.28
201508;0.084614018;-6.04;0.48;2.68;-2.07
201509;-0.155872557;-3.08;-2.64;0.52;5.32
201510;-2.482248249;7.75;-1.97;-0.08;-3.97
201511;6.23545642;0.56;3.64;-0.52;2.28
201512;1.749654395;-2.17;-2.82;-2.58;3.44
201601;2.038861026;-5.77;-3.36;2.1;1.37
201602;2.504718122;-0.07;0.78;-0.48;-4.09
201603;-0.715241308;6.96;0.87;1.12;-5.14
201604;0.761884363;0.92;0.68;3.26;-6.23
201605;0.53991664;1.78;-0.26;-1.81;1.94
201606;1.553364108;-0.05;0.65;-1.49;4.21
201607;1.710126091;3.95;2.65;-1.13;-3.05
201608;-0.452001247;0.5;1.15;3.31;-3.09
201609;4.850894448;0.25;2.02;-1.48;-0.56
201610;0.713241658;-2.02;-4.37;4.18;0.65
201611;3.944828009;4.86;5.49;8.27;-4.22
201612;1.862867052;1.82;0.07;3.6;-0.36
2007;-28.91536579;1.4;-7.04;-14.49;21.2
2008;35.86568313;-44.19;5.88;2.4;18.88
2009;18.11899054;27.41;8.19;-2.68;-63.85
2010;0.304983325;17.9;12.7;-3.5;5.99
2011;19.29347476;1.68;-4.89;-8.48;8.24
2012;29.01093107;15.7;-0.67;8.2;-0.39
2013;16.17174954;30.86;5.53;1.4;5.8
2014;-3.896061022;11.48;-6.77;-1.69;1.7
2015;21.30351527;0.88;-3.78;-10.12;20.97
2016;19.31345896;13.13;6.37;19.45;-18.57
